date,league,t1,t2,bet_type,bet_line,bet_result,ROI,fair_odds,odds,House,url,status,telegram,profit,game
13 Jun 2025 12:00,LFL,Karmine Corp Blue,Zero Tenacity,over,total_dragons 4.5,5.0,14.55%,2.07,2.37,BET365,url não disponível,win,,1.37,1
13 Jun 2025 12:00,LFL,Karmine Corp Blue,Zero Tenacity,over,total_dragons 4.5,5.0,14.55%,2.07,2.37,BET365,url não disponível,win,,1.37,2
13 Jun 2025 12:00,LFL,Karmine Corp Blue,Zero Tenacity,over,total_dragons 4.5,4.0,14.55%,2.07,2.37,BET365,url não disponível,loss,,-1.0,3
14 Jun 2025 06:00,LPL,Anyone's Legend,Bilibili Gaming,under,total_dragons 4.5,4.0,30.00%,1.54,2.0,BET365,url não disponível,win,,1.0,1
14 Jun 2025 06:00,LPL,Anyone's Legend,Bilibili Gaming,under,total_towers 12.5,8.0,25.60%,1.25,1.57,BET365,url não disponível,win,,0.57,1
14 Jun 2025 06:00,LPL,Anyone's Legend,Bilibili Gaming,under,game_duration 31.5,27.72,23.53%,1.48,1.83,BET365,url não disponível,win,,0.83,1
14 Jun 2025 06:00,LPL,Anyone's Legend,Bilibili Gaming,under,total_dragons 4.5,6.0,30.00%,1.54,2.0,BET365,url não disponível,loss,,-1.0,2
14 Jun 2025 06:00,LPL,Anyone's Legend,Bilibili Gaming,under,total_towers 12.5,11.0,25.60%,1.25,1.57,BET365,url não disponível,win,,0.57,2
14 Jun 2025 06:00,LPL,Anyone's Legend,Bilibili Gaming,under,game_duration 31.5,38.0,23.53%,1.48,1.83,BET365,url não disponível,loss,,-1.0,2
14 Jun 2025 06:00,LPL,Anyone's Legend,Bilibili Gaming,under,total_dragons 4.5,5.0,30.00%,1.54,2.0,BET365,url não disponível,loss,,-1.0,3
14 Jun 2025 06:00,LPL,Anyone's Legend,Bilibili Gaming,under,total_towers 12.5,16.0,25.60%,1.25,1.57,BET365,url não disponível,loss,,-1.0,3
14 Jun 2025 06:00,LPL,Anyone's Legend,Bilibili Gaming,under,game_duration 31.5,41.02,23.53%,1.48,1.83,BET365,url não disponível,loss,,-1.0,3
14 Jun 2025 06:00,LPL,Anyone's Legend,Bilibili Gaming,under,total_dragons 4.5,4.0,30.00%,1.54,2.0,BET365,url não disponível,win,,1.0,4
14 Jun 2025 06:00,LPL,Anyone's Legend,Bilibili Gaming,under,total_towers 12.5,11.0,25.60%,1.25,1.57,BET365,url não disponível,win,,0.57,4
14 Jun 2025 06:00,LPL,Anyone's Legend,Bilibili Gaming,under,game_duration 31.5,30.47,23.53%,1.48,1.83,BET365,url não disponível,win,,0.83,4
14 Jun 2025 12:00,LEC,GiantX,Gentle Mates,under,total_towers 12.5,13.0,23.53%,1.62,2.0,BET365,url não disponível,loss,,-1.0,1
14 Jun 2025 12:00,LEC,GiantX,Gentle Mates,under,total_kills 28.5,22.0,13.03%,1.62,1.83,BET365,url não disponível,win,,0.83,1
14 Jun 2025 12:00,LEC,GiantX,Gentle Mates,under,total_towers 12.5,13.0,23.53%,1.62,2.0,BET365,url não disponível,loss,,-1.0,2
14 Jun 2025 12:00,LEC,GiantX,Gentle Mates,under,total_kills 28.5,26.0,13.03%,1.62,1.83,BET365,url não disponível,win,,0.83,2
14 Jun 2025 12:00,LEC,GiantX,Gentle Mates,under,total_towers 12.5,16.0,23.53%,1.62,2.0,BET365,url não disponível,loss,,-1.0,3
14 Jun 2025 12:00,LEC,GiantX,Gentle Mates,under,total_kills 28.5,20.0,13.03%,1.62,1.83,BET365,url não disponível,win,,0.83,3
14 Jun 2025 12:00,LEC,GiantX,Gentle Mates,under,total_towers 12.5,15.0,23.53%,1.62,2.0,BET365,url não disponível,loss,,-1.0,4
14 Jun 2025 12:00,LEC,GiantX,Gentle Mates,under,total_kills 28.5,33.0,13.03%,1.62,1.83,BET365,url não disponível,loss,,-1.0,4
14 Jun 2025 13:00,LTA S,FURIA,Isurus Estral,under,total_towers 12.5,15.0,10.67%,1.5,1.66,BET365,url não disponível,loss,,-1.0,1
14 Jun 2025 13:00,LTA S,FURIA,Isurus Estral,under,total_inhibitors 1.5,1.0,32.00%,1.67,2.2,BET365,url não disponível,win,,1.2,1
14 Jun 2025 13:00,LTA S,FURIA,Isurus Estral,under,total_towers 12.5,13.0,10.67%,1.5,1.66,BET365,url não disponível,loss,,-1.0,2
14 Jun 2025 13:00,LTA S,FURIA,Isurus Estral,under,total_inhibitors 1.5,1.0,32.00%,1.67,2.2,BET365,url não disponível,win,,1.2,2
14 Jun 2025 13:00,LTA S,FURIA,Isurus Estral,under,total_towers 12.5,10.0,10.67%,1.5,1.66,BET365,url não disponível,win,,0.66,3
14 Jun 2025 13:00,LTA S,FURIA,Isurus Estral,under,total_inhibitors 1.5,1.0,32.00%,1.67,2.2,BET365,url não disponível,win,,1.2,3
14 Jun 2025 13:00,LTA S,FURIA,Isurus Estral,under,total_towers 12.5,11.0,10.67%,1.5,1.66,BET365,url não disponível,win,,0.66,4
14 Jun 2025 13:00,LTA S,FURIA,Isurus Estral,under,total_inhibitors 1.5,2.0,32.00%,1.67,2.2,BET365,url não disponível,loss,,-1.0,4
16 Jun 2025 12:00,NLC,Los Ratones,BoostGate Esports,over,total_kills 29.5,30.0,14.38%,1.6,1.83,BET365,url não disponível,win,,0.83,1
16 Jun 2025 12:00,NLC,Los Ratones,BoostGate Esports,over,total_kills 29.5,33.0,14.38%,1.6,1.83,BET365,url não disponível,win,,0.83,2
16 Jun 2025 12:00,NLC,Los Ratones,BoostGate Esports,over,total_kills 29.5,25.0,14.38%,1.6,1.83,BET365,url não disponível,loss,,-1.0,3
16 Jun 2025 12:00,NLC,Los Ratones,BoostGate Esports,over,total_kills 29.5,38.0,14.38%,1.6,1.83,BET365,url não disponível,win,,0.83,4
16 Jun 2025 12:00,NLC,Los Ratones,BoostGate Esports,over,total_kills 29.5,29.0,14.38%,1.6,1.83,BET365,url não disponível,loss,,-1.0,5
16 Jun 2025 12:00,TCL,Misa Esports,BK ROG Esports,under,game_duration 32.5,34.05,22.00%,1.5,1.83,BET365,url não disponível,loss,,-1.0,1
16 Jun 2025 12:00,TCL,Misa Esports,BK ROG Esports,under,game_duration 32.5,30.85,22.00%,1.5,1.83,BET365,url não disponível,win,,0.83,2
16 Jun 2025 12:00,TCL,Misa Esports,BK ROG Esports,under,game_duration 32.5,34.98,22.00%,1.5,1.83,BET365,url não disponível,loss,,-1.0,3
16 Jun 2025 12:00,TCL,Misa Esports,BK ROG Esports,under,game_duration 32.5,31.05,22.00%,1.5,1.83,BET365,url não disponível,win,,0.83,4
17 Jun 2025 12:00,LVP SL,Los Heretics,Karmine Corp Blue,under,total_kills 32.5,32.0,20.48%,1.52,1.83,BET365,url não disponível,win,,0.83,1
17 Jun 2025 12:00,LVP SL,Los Heretics,Karmine Corp Blue,under,total_kills 32.5,28.0,20.48%,1.52,1.83,BET365,url não disponível,win,,0.83,2
17 Jun 2025 12:00,LVP SL,Los Heretics,Karmine Corp Blue,under,total_kills 32.5,26.0,20.48%,1.52,1.83,BET365,url não disponível,win,,0.83,3
17 Jun 2025 12:00,LVP SL,Los Heretics,Karmine Corp Blue,under,total_kills 32.5,25.0,20.48%,1.52,1.83,BET365,url não disponível,win,,0.83,4
27 Jun 2025 16:00,LEC,G2 Esports,FURIA,over,total_dragons 4.5,4.0,17.00%,1.54,1.8,BET365,url não disponível,loss,,-1.0,1
27 Jun 2025 16:00,LEC,G2 Esports,FURIA,over,total_towers 11.5,11.0,25.00%,1.6,2.0,BET365,url não disponível,loss,,-1.0,1
27 Jun 2025 16:00,LEC,G2 Esports,FURIA,over,total_dragons 4.5,4.0,17.00%,1.54,1.8,BET365,url não disponível,loss,,-1.0,2
27 Jun 2025 16:00,LEC,G2 Esports,FURIA,over,total_towers 11.5,14.0,25.00%,1.6,2.0,BET365,url não disponível,win,,1.0,2
27 Jun 2025 16:00,LEC,G2 Esports,FURIA,over,total_dragons 4.5,5.0,17.00%,1.54,1.8,BET365,url não disponível,win,,0.8,3
27 Jun 2025 16:00,LEC,G2 Esports,FURIA,over,total_towers 11.5,14.0,25.00%,1.6,2.0,BET365,url não disponível,win,,1.0,3
27 Jun 2025 16:00,LEC,G2 Esports,FURIA,over,total_dragons 4.5,4.0,17.00%,1.54,1.8,BET365,url não disponível,loss,,-1.0,4
27 Jun 2025 16:00,LEC,G2 Esports,FURIA,over,total_towers 11.5,11.0,25.00%,1.6,2.0,BET365,url não disponível,loss,,-1.0,4
27 Jun 2025 16:00,LEC,G2 Esports,FURIA,over,total_dragons 4.5,5.0,17.00%,1.54,1.8,BET365,url não disponível,win,,0.8,5
27 Jun 2025 16:00,LEC,G2 Esports,FURIA,over,total_towers 11.5,12.0,25.00%,1.6,2.0,BET365,url não disponível,win,,1.0,5
27 Jun 2025 21:00,LPL,Bilibili Gaming,GAM Esports,over,total_dragons 4.5,4.0,17.90%,2.22,2.62,BET365,url não disponível,loss,,-1.0,1
27 Jun 2025 21:00,LPL,Bilibili Gaming,GAM Esports,over,total_towers 11.5,8.0,10.25%,1.9,2.1,BET365,url não disponível,loss,,-1.0,1
27 Jun 2025 21:00,LPL,Bilibili Gaming,GAM Esports,over,game_duration 29.5,29.35,23.53%,1.48,1.83,BET365,url não disponível,loss,,-1.0,1
27 Jun 2025 21:00,LPL,Bilibili Gaming,GAM Esports,over,total_barons 1.5,0.0,112.50%,4.0,8.5,BET365,url não disponível,loss,,-1.0,1
27 Jun 2025 21:00,LPL,Bilibili Gaming,GAM Esports,over,total_dragons 4.5,4.0,17.90%,2.22,2.62,BET365,url não disponível,loss,,-1.0,2
27 Jun 2025 21:00,LPL,Bilibili Gaming,GAM Esports,over,total_towers 11.5,12.0,10.25%,1.9,2.1,BET365,url não disponível,win,,1.1,2
27 Jun 2025 21:00,LPL,Bilibili Gaming,GAM Esports,over,game_duration 29.5,31.4,23.53%,1.48,1.83,BET365,url não disponível,win,,0.83,2
27 Jun 2025 21:00,LPL,Bilibili Gaming,GAM Esports,over,total_barons 1.5,1.0,112.50%,4.0,8.5,BET365,url não disponível,loss,,-1.0,2
27 Jun 2025 21:00,LPL,Bilibili Gaming,GAM Esports,over,total_dragons 4.5,4.0,17.90%,2.22,2.62,BET365,url não disponível,loss,,-1.0,3
27 Jun 2025 21:00,LPL,Bilibili Gaming,GAM Esports,over,total_towers 11.5,10.0,10.25%,1.9,2.1,BET365,url não disponível,loss,,-1.0,3
27 Jun 2025 21:00,LPL,Bilibili Gaming,GAM Esports,over,game_duration 29.5,25.7,23.53%,1.48,1.83,BET365,url não disponível,loss,,-1.0,3
27 Jun 2025 21:00,LPL,Bilibili Gaming,GAM Esports,over,total_barons 1.5,0.0,112.50%,4.0,8.5,BET365,url não disponível,loss,,-1.0,3
1 Jul 2025 21:00,LCK,Gen.G,G2 Esports,over,total_dragons 4.5,5.0,26.00%,1.67,2.1,BET365,url não disponível,win,,1.1,1
1 Jul 2025 21:00,LCK,Gen.G,G2 Esports,under,total_inhibitors 1.5,1.0,23.53%,1.48,1.83,BET365,url não disponível,win,,0.83,1
1 Jul 2025 21:00,LCK,Gen.G,G2 Esports,over,total_barons 1.5,1.0,37.50%,3.64,5.0,BET365,url não disponível,loss,,-1.0,1
1 Jul 2025 21:00,LCK,Gen.G,G2 Esports,over,total_dragons 4.5,5.0,26.00%,1.67,2.1,BET365,url não disponível,win,,1.1,2
1 Jul 2025 21:00,LCK,Gen.G,G2 Esports,under,total_inhibitors 1.5,2.0,23.53%,1.48,1.83,BET365,url não disponível,loss,,-1.0,2
1 Jul 2025 21:00,LCK,Gen.G,G2 Esports,over,total_barons 1.5,1.0,37.50%,3.64,5.0,BET365,url não disponível,loss,,-1.0,2
1 Jul 2025 21:00,LCK,Gen.G,G2 Esports,over,total_dragons 4.5,4.0,26.00%,1.67,2.1,BET365,url não disponível,loss,,-1.0,3
1 Jul 2025 21:00,LCK,Gen.G,G2 Esports,under,total_inhibitors 1.5,1.0,23.53%,1.48,1.83,BET365,url não disponível,win,,0.83,3
1 Jul 2025 21:00,LCK,Gen.G,G2 Esports,over,total_barons 1.5,0.0,37.50%,3.64,5.0,BET365,url não disponível,loss,,-1.0,3
1 Jul 2025 21:00,LCK,Gen.G,G2 Esports,over,total_dragons 4.5,5.0,26.00%,1.67,2.1,BET365,url não disponível,win,,1.1,4
1 Jul 2025 21:00,LCK,Gen.G,G2 Esports,under,total_inhibitors 1.5,2.0,23.53%,1.48,1.83,BET365,url não disponível,loss,,-1.0,4
1 Jul 2025 21:00,LCK,Gen.G,G2 Esports,over,total_barons 1.5,1.0,37.50%,3.64,5.0,BET365,url não disponível,loss,,-1.0,4
3 Jul 2025 16:00,LCP,CTBC Flying Oyster,T1,over,total_dragons 4.5,5.0,12.50%,2.0,2.25,BET365,url não disponível,win,,1.25,1
3 Jul 2025 16:00,LCP,CTBC Flying Oyster,T1,under,total_inhibitors 1.5,2.0,18.95%,1.54,1.83,BET365,url não disponível,loss,,-1.0,1
3 Jul 2025 21:00,LEC,Movistar KOI,Bilibili Gaming,over,total_dragons 4.5,5.0,24.43%,1.9,2.37,BET365,url não disponível,win,,1.37,1
3 Jul 2025 21:00,LEC,Movistar KOI,Bilibili Gaming,over,total_barons 1.5,1.0,12.50%,4.0,4.5,BET365,url não disponível,loss,,-1.0,1
3 Jul 2025 21:00,LEC,Movistar KOI,Bilibili Gaming,over,total_dragons 4.5,4.0,24.43%,1.9,2.37,BET365,url não disponível,loss,,-1.0,2
3 Jul 2025 21:00,LEC,Movistar KOI,Bilibili Gaming,over,total_barons 1.5,1.0,12.50%,4.0,4.5,BET365,url não disponível,loss,,-1.0,2
3 Jul 2025 21:00,LEC,Movistar KOI,Bilibili Gaming,over,total_dragons 4.5,5.0,24.43%,1.9,2.37,BET365,url não disponível,win,,1.37,3
3 Jul 2025 21:00,LEC,Movistar KOI,Bilibili Gaming,over,total_barons 1.5,2.0,12.50%,4.0,4.5,BET365,url não disponível,win,,3.5,3
3 Jul 2025 21:00,LEC,Movistar KOI,Bilibili Gaming,over,total_dragons 4.5,6.0,24.43%,1.9,2.37,BET365,url não disponível,win,,1.37,4
3 Jul 2025 21:00,LEC,Movistar KOI,Bilibili Gaming,over,total_barons 1.5,2.0,12.50%,4.0,4.5,BET365,url não disponível,win,,3.5,4
4 Jul 2025 21:00,LCK,Gen.G,Anyone's Legend,under,total_towers 12.5,8.0,27.11%,1.18,1.5,BET365,url não disponível,win,,0.5,1
4 Jul 2025 21:00,LCK,Gen.G,Anyone's Legend,under,total_inhibitors 1.5,1.0,22.56%,1.49,1.83,BET365,url não disponível,win,,0.83,1
4 Jul 2025 21:00,LCK,Gen.G,Anyone's Legend,under,total_towers 12.5,11.0,27.11%,1.18,1.5,BET365,url não disponível,win,,0.5,2
4 Jul 2025 21:00,LCK,Gen.G,Anyone's Legend,under,total_inhibitors 1.5,1.0,22.56%,1.49,1.83,BET365,url não disponível,win,,0.83,2
4 Jul 2025 21:00,LCK,Gen.G,Anyone's Legend,under,total_towers 12.5,9.0,27.11%,1.18,1.5,BET365,url não disponível,win,,0.5,3
4 Jul 2025 21:00,LCK,Gen.G,Anyone's Legend,under,total_inhibitors 1.5,1.0,22.56%,1.49,1.83,BET365,url não disponível,win,,0.83,3
8 Jul 2025 21:00,LPL,Bilibili Gaming,FlyQuest,over,total_barons 1.5,1.0,22.50%,2.86,3.5,BET365,url não disponível,loss,,-1.0,1
8 Jul 2025 21:00,LPL,Bilibili Gaming,FlyQuest,over,total_barons 1.5,1.0,22.50%,2.86,3.5,BET365,url não disponível,loss,,-1.0,2
8 Jul 2025 21:00,LPL,Bilibili Gaming,FlyQuest,over,total_barons 1.5,2.0,22.50%,2.86,3.5,BET365,url não disponível,win,,2.5,3
8 Jul 2025 21:00,LPL,Bilibili Gaming,FlyQuest,over,total_barons 1.5,1.0,22.50%,2.86,3.5,BET365,url não disponível,loss,,-1.0,4
8 Jul 2025 21:00,LPL,Bilibili Gaming,FlyQuest,over,total_barons 1.5,1.0,22.50%,2.86,3.5,BET365,url não disponível,loss,,-1.0,5
9 Jul 2025 21:00,LCK,Gen.G,T1,under,total_towers 12.5,11.0,22.40%,1.18,1.44,BET365,url não disponível,win,,0.44,1
9 Jul 2025 21:00,LCK,Gen.G,T1,under,total_inhibitors 1.5,1.0,24.70%,1.38,1.72,BET365,url não disponível,win,,0.72,1
9 Jul 2025 21:00,LCK,Gen.G,T1,under,total_towers 12.5,10.0,22.40%,1.18,1.44,BET365,url não disponível,win,,0.44,2
9 Jul 2025 21:00,LCK,Gen.G,T1,under,total_inhibitors 1.5,2.0,24.70%,1.38,1.72,BET365,url não disponível,loss,,-1.0,2
9 Jul 2025 21:00,LCK,Gen.G,T1,under,total_towers 12.5,11.0,22.40%,1.18,1.44,BET365,url não disponível,win,,0.44,3
9 Jul 2025 21:00,LCK,Gen.G,T1,under,total_inhibitors 1.5,2.0,24.70%,1.38,1.72,BET365,url não disponível,loss,,-1.0,3
9 Jul 2025 21:00,LCK,Gen.G,T1,under,total_towers 12.5,11.0,22.40%,1.18,1.44,BET365,url não disponível,win,,0.44,4
9 Jul 2025 21:00,LCK,Gen.G,T1,under,total_inhibitors 1.5,1.0,24.70%,1.38,1.72,BET365,url não disponível,win,,0.72,4
9 Jul 2025 21:00,LCK,Gen.G,T1,under,total_towers 12.5,14.0,22.40%,1.18,1.44,BET365,url não disponível,loss,,-1.0,5
9 Jul 2025 21:00,LCK,Gen.G,T1,under,total_inhibitors 1.5,2.0,24.70%,1.38,1.72,BET365,url não disponível,loss,,-1.0,5
14 Jul 2025 14:00,LIT,Zena Esports,GMBLERS Esports,over,total_kills 27.5,34.0,38.78%,1.32,1.83,BET365,url não disponível,win,,0.83,1
15 Jul 2025 14:00,ROL,A One Man Army,Aurora,over,total_kills 33.5,23.0,19.23%,1.53,1.83,BET365,url não disponível,loss,,-1.0,1
15 Jul 2025 14:00,ROL,A One Man Army,Aurora,over,total_kills 33.5,24.0,19.23%,1.53,1.83,BET365,url não disponível,loss,,-1.0,3
15 Jul 2025 14:00,NLC,Lundqvist Lightside,DMG Esports,under,total_dragons 4.5,4.0,13.33%,1.76,2.0,BET365,url não disponível,win,,1.0,1
15 Jul 2025 14:00,NLC,Lundqvist Lightside,DMG Esports,under,total_kills 34.5,27.0,15.90%,1.58,1.83,BET365,url não disponível,win,,0.83,1
15 Jul 2025 14:00,NLC,Lundqvist Lightside,DMG Esports,under,total_barons 1.5,1.0,10.00%,1.36,1.5,BET365,url não disponível,win,,0.5,1
15 Jul 2025 15:00,PRM,Eintracht Frankfurt,Eintracht Spandau,under,game_duration 33.5,41.9,28.10%,1.43,1.83,BET365,url não disponível,loss,,-1.0,1
15 Jul 2025 15:00,PRM,Eintracht Frankfurt,Eintracht Spandau,under,game_duration 33.5,28.05,28.10%,1.43,1.83,BET365,url não disponível,win,,0.83,2
15 Jul 2025 15:00,NLC,Verdant,Bulldog Esports,under,total_kills 31.5,38.0,12.09%,1.63,1.83,BET365,url não disponível,loss,,-1.0,1
15 Jul 2025 15:00,NLC,Verdant,Bulldog Esports,under,total_barons 1.5,2.0,16.25%,1.29,1.5,BET365,url não disponível,loss,,-1.0,1
15 Jul 2025 15:00,LIT,Zena Esports,aNc Legends,over,total_kills 29.5,32.0,42.87%,1.28,1.83,BET365,url não disponível,win,,0.83,1
15 Jul 2025 16:00,NLC,Lundqvist Lightside,Los Ratones,under,total_kills 34.5,21.0,12.85%,1.62,1.83,BET365,url não disponível,win,,0.83,1
15 Jul 2025 17:00,LVP SL,UCAM Esports,Veni Vidi Vici,under,total_dragons 4.5,7.0,37.81%,1.63,2.25,BET365,url não disponível,loss,,-1.0,1
15 Jul 2025 17:00,LVP SL,UCAM Esports,Veni Vidi Vici,under,game_duration 33.5,42.83,36.49%,1.34,1.83,BET365,url não disponível,loss,,-1.0,1
15 Jul 2025 17:00,LVP SL,UCAM Esports,Veni Vidi Vici,under,total_barons 1.5,2.0,21.50%,1.19,1.44,BET365,url não disponível,loss,,-1.0,1
15 Jul 2025 17:00,NLC,Verdant,DMG Esports,under,game_duration 31.5,29.6,18.95%,1.54,1.83,BET365,url não disponível,win,,0.83,1
16 Jul 2025 13:00,PRM,Austrian Force willhaben,E WIE EINFACH E-SPORTS,under,total_dragons 4.5,6.0,16.15%,1.39,1.61,BET365,url não disponível,loss,,-1.0,1
16 Jul 2025 13:00,PRM,Austrian Force willhaben,E WIE EINFACH E-SPORTS,under,total_kills 33.5,35.0,27.45%,1.44,1.83,BET365,url não disponível,loss,,-1.0,1
16 Jul 2025 13:00,PRM,Austrian Force willhaben,E WIE EINFACH E-SPORTS,under,game_duration 33.5,38.58,30.06%,1.41,1.83,BET365,url não disponível,loss,,-1.0,1
16 Jul 2025 13:00,PRM,Austrian Force willhaben,E WIE EINFACH E-SPORTS,under,total_inhibitors 1.5,3.0,10.25%,1.9,2.1,BET365,url não disponível,loss,,-1.0,1
16 Jul 2025 13:00,PRM,Austrian Force willhaben,E WIE EINFACH E-SPORTS,under,total_barons 1.5,2.0,12.10%,1.19,1.33,BET365,url não disponível,loss,,-1.0,1
16 Jul 2025 13:00,PRM,Austrian Force willhaben,E WIE EINFACH E-SPORTS,under,total_dragons 4.5,6.0,16.15%,1.39,1.61,BET365,url não disponível,loss,,-1.0,2
16 Jul 2025 13:00,PRM,Austrian Force willhaben,E WIE EINFACH E-SPORTS,under,total_kills 33.5,21.0,27.45%,1.44,1.83,BET365,url não disponível,win,,0.83,2
16 Jul 2025 13:00,PRM,Austrian Force willhaben,E WIE EINFACH E-SPORTS,under,game_duration 33.5,37.28,30.06%,1.41,1.83,BET365,url não disponível,loss,,-1.0,2
16 Jul 2025 13:00,PRM,Austrian Force willhaben,E WIE EINFACH E-SPORTS,under,total_inhibitors 1.5,2.0,10.25%,1.9,2.1,BET365,url não disponível,loss,,-1.0,2
16 Jul 2025 13:00,PRM,Austrian Force willhaben,E WIE EINFACH E-SPORTS,under,total_barons 1.5,1.0,12.10%,1.19,1.33,BET365,url não disponível,win,,0.33,2
16 Jul 2025 13:00,PRM,Austrian Force willhaben,E WIE EINFACH E-SPORTS,under,total_dragons 4.5,4.0,16.15%,1.39,1.61,BET365,url não disponível,win,,0.61,3
16 Jul 2025 13:00,PRM,Austrian Force willhaben,E WIE EINFACH E-SPORTS,under,total_kills 33.5,39.0,27.45%,1.44,1.83,BET365,url não disponível,loss,,-1.0,3
16 Jul 2025 13:00,PRM,Austrian Force willhaben,E WIE EINFACH E-SPORTS,under,game_duration 33.5,26.6,30.06%,1.41,1.83,BET365,url não disponível,win,,0.83,3
16 Jul 2025 13:00,PRM,Austrian Force willhaben,E WIE EINFACH E-SPORTS,under,total_inhibitors 1.5,1.0,10.25%,1.9,2.1,BET365,url não disponível,win,,1.1,3
16 Jul 2025 13:00,PRM,Austrian Force willhaben,E WIE EINFACH E-SPORTS,under,total_barons 1.5,1.0,12.10%,1.19,1.33,BET365,url não disponível,win,,0.33,3
16 Jul 2025 13:00,LVP SL,Guasones,ZETA,under,total_dragons 4.5,6.0,83.33%,1.2,2.2,BET365,url não disponível,loss,,-1.0,1
16 Jul 2025 13:00,LVP SL,Guasones,ZETA,under,total_towers 12.5,15.0,55.83%,1.41,2.2,BET365,url não disponível,loss,,-1.0,1
16 Jul 2025 13:00,LVP SL,Guasones,ZETA,under,game_duration 33.5,39.62,60.13%,1.14,1.83,BET365,url não disponível,loss,,-1.0,1
16 Jul 2025 13:00,LVP SL,Guasones,ZETA,under,total_barons 1.5,2.0,34.17%,1.04,1.4,BET365,url não disponível,loss,,-1.0,1
16 Jul 2025 13:00,NLC,The Ruddy Sack,Rich Gang,under,total_dragons 4.5,4.0,14.89%,1.91,2.2,BET365,url não disponível,win,,1.2,1
16 Jul 2025 13:00,NLC,The Ruddy Sack,Rich Gang,over,total_inhibitors 1.5,1.0,29.96%,1.32,1.72,BET365,url não disponível,loss,,-1.0,1
16 Jul 2025 14:00,LVP SL,LUA Gaming,Ramboot Club,under,total_dragons 4.5,4.0,17.54%,2.13,2.5,BET365,url não disponível,win,,1.5,1
16 Jul 2025 14:00,LVP SL,LUA Gaming,Ramboot Club,under,total_inhibitors 1.5,1.0,13.09%,2.1,2.37,BET365,url não disponível,win,,1.37,1
16 Jul 2025 14:00,LVP SL,LUA Gaming,Ramboot Club,under,total_barons 1.5,1.0,15.45%,1.25,1.44,BET365,url não disponível,win,,0.44,1
16 Jul 2025 15:00,NLC,NORD Esports,The Ruddy Sack,over,total_towers 12.5,9.0,19.62%,1.31,1.57,BET365,url não disponível,loss,,-1.0,1
16 Jul 2025 15:00,NLC,NORD Esports,The Ruddy Sack,over,total_inhibitors 1.5,1.0,27.86%,1.41,1.8,BET365,url não disponível,loss,,-1.0,1
16 Jul 2025 15:00,NLC,NORD Esports,The Ruddy Sack,over,total_barons 1.5,0.0,48.41%,2.29,3.4,BET365,url não disponível,loss,,-1.0,1
16 Jul 2025 15:00,LVP SL,UCAM Esports,GiantX,over,total_inhibitors 1.5,3.0,20.11%,1.83,2.2,BET365,url não disponível,win,,1.2,1
16 Jul 2025 17:00,LVP SL,Los Heretics,Veni Vidi Vici,under,total_dragons 4.5,3.0,18.50%,2.0,2.37,BET365,url não disponível,win,,1.37,1
16 Jul 2025 17:00,LVP SL,Los Heretics,Veni Vidi Vici,over,total_towers 12.5,8.0,12.58%,2.11,2.37,BET365,url não disponível,loss,,-1.0,1
16 Jul 2025 17:00,LVP SL,Los Heretics,Veni Vidi Vici,over,total_kills 25.5,24.0,26.58%,1.45,1.83,BET365,url não disponível,loss,,-1.0,1
16 Jul 2025 17:00,LVP SL,Los Heretics,Veni Vidi Vici,under,game_duration 32.5,22.13,12.85%,1.62,1.83,BET365,url não disponível,win,,0.83,1
16 Jul 2025 17:00,LVP SL,Los Heretics,Veni Vidi Vici,under,total_barons 1.5,0.0,15.63%,1.08,1.25,BET365,url não disponível,win,,0.25,1
17 Jul 2025 16:00,LVP SL,Los Heretics,GiantX,under,total_dragons 4.5,4.0,16.47%,1.89,2.2,BET365,url não disponível,win,,1.2,1
17 Jul 2025 16:00,LVP SL,Los Heretics,GiantX,under,total_towers 12.5,10.0,17.35%,1.62,1.9,BET365,url não disponível,win,,0.9,1
17 Jul 2025 16:00,LVP SL,Los Heretics,GiantX,under,game_duration 33.5,28.4,23.79%,1.48,1.83,BET365,url não disponível,win,,0.83,1
17 Jul 2025 16:00,LVP SL,Los Heretics,GiantX,under,total_inhibitors 1.5,1.0,17.35%,1.79,2.1,BET365,url não disponível,win,,1.1,1
17 Jul 2025 16:00,LVP SL,Los Heretics,GiantX,under,total_barons 1.5,1.0,13.44%,1.17,1.33,BET365,url não disponível,win,,0.33,1
17 Jul 2025 17:00,LVP SL,Veni Vidi Vici,Ramboot Club,under,total_kills 32.5,44.0,16.45%,1.57,1.83,BET365,url não disponível,loss,,-1.0,1
17 Jul 2025 17:00,LVP SL,Veni Vidi Vici,Ramboot Club,under,total_inhibitors 1.5,3.0,43.18%,1.47,2.1,BET365,url não disponível,loss,,-1.0,1
17 Jul 2025 17:00,LVP SL,Veni Vidi Vici,Ramboot Club,under,total_barons 1.5,1.0,20.91%,1.1,1.33,BET365,url não disponível,win,,0.33,1
17 Jul 2025 21:00,NACL,Dorado Gaming,Supernova,over,total_kills 29.5,21.0,12.85%,1.62,1.83,BET365,url não disponível,loss,,-1.0,1
18 Jul 2025 22:00,NACL,Supernova,CCG Esports,over,total_kills 29.5,28.0,10.16%,1.66,1.83,BET365,url não disponível,loss,,-1.0,1
19 Jul 2025 06:00,LPL,Weibo Gaming,FunPlus Phoenix,under,total_kills 30.5,14.0,18.95%,1.54,1.83,BET365,url não disponível,win,,0.83,1
